0,1w2a,20180112,2036
235,2778,東証JQS,パレモ・ホールディングス(株),581,7.99 %,43,1039500,掲示板
236,6905,東証1部,コーセル(株),1975,7.98 %,146,1373200,掲示板
237,9262,マザーズ,(株)シルバーライフ,5380,7.92 %,395,441800,掲示板
238,7836,東証JQS,アビックス(株),150,7.91 %,11,1901500,掲示板
239,2488,東証JQS,日本サード・パーティ(株),1149,7.89 %,84,924300,掲示板
240,2706,東証JQS,(株)ブロッコリー,520,7.88 %,38,3557000,掲示板
241,6432,東証1部,(株)竹内製作所,2972,7.88 %,217,3307700,掲示板
242,3963,東証1部,(株)シンクロ・フード,3365,7.85 %,245,149300,掲示板
243,3960,マザーズ,(株)バリューデザイン,2281,7.85 %,166,185600,掲示板
244,4764,東証JQG,ＳＡＭＵＲＡＩ＆Ｊ　ＰＡＲＴＮＥＲＳ(株),3990,7.84 %,290,277400,掲示板
245,3762,東証1部,テクマトリックス(株),2190,7.83 %,159,966300,掲示板
246,3528,東証2部,(株)プロスペクト,69,7.81 %,5,62834000,掲示板
247,7898,東証1部,(株)ウッドワン,1754,7.81 %,127,379200,掲示板
248,2354,東証2部,安川情報システム(株),732,7.81 %,53,1697400,掲示板
249,9625,東証JQS,(株)セレスポ,1484,7.77 %,107,47700,掲示板
250,1498,東証ETF,One ETF ESG,14750,7.74 %,1060,79,掲示板
